New URI	LHOM Name element persName	LHOM Name att xml--id	LHOM Name att xml--lang	LHOM Name att srophe-tags	LHOM Name att source	LHOM Name att resp	LHOM Name att change	Name (alternate) element persName	Name (alternate) att xml--id	Name (alternate) att type	Name (alternate) att xml--lang	Name (alternate) att source	Name (alternate) att resp	Name (alternate) att change	Name (complete, Arabic, from Mueller index) element persName	Name (complete, Arabic, from Mueller index) att xml--id	Name (complete, Arabic, from Mueller index) att xml--lang	Name (complete, Arabic, from Mueller index) att source	Name (complete, Arabic, from Mueller index) att resp	Name (complete, Arabic, from Mueller index) att change	Name (complete, EI3 transcription based on Mueller index) element persName	Name (complete, EI3 transcription based on Mueller index) att xml--id	Name (complete, EI3 transcription based on Mueller index) att xml--lang	Name (complete, EI3 transcription based on Mueller index) att source	Name (complete, EI3 transcription based on Mueller index) att resp	LHOM Name 1 (transcription) element persName	LHOM Name 1 (transcription) att xml--id	LHOM Name 1 (transcription) att xml--lang	LHOM Name 1 (transcription) att source	LHOM Name 1 (transcription) att resp	LHOM Name 1 (transcription) att change	LHOM Name 1 (Arabic) element persName	LHOM Name 1 (Arabic) att xml--id	LHOM Name 1 (Arabic) att xml--lang	LHOM Name 1 (Arabic) att srophe-tags	LHOM Name 1 (Arabic) att source	LHOM Name 1 (Arabic) att resp	LHOM Name 2(transcription) element persName	LHOM Name 2(transcription) att xml--id	LHOM Name 2(transcription) att xml--lang	LHOM Name 2(transcription) att source	LHOM Name 2(transcription) att resp	LHOM Name 2 (Arabic) element persName	LHOM Name 2 (Arabic) att xml--id	LHOM Name 2 (Arabic) att xml--lang	LHOM Name 2 (Arabic) att srophe-tags	LHOM Name 2 (Arabic) att source	LHOM Name 2 (Arabic) att resp	Name (shuhra) element persName	Name (shuhra) att xml--id	Name (shuhra) att xml--lang	Name (shuhra) att type	Name (shuhra) att source	Name (shuhra) att resp	Name (shuhra) att change	Name 2 element persName	Name 2 att xml--id	Name 2 att xml--lang	Name 2 att source	Name 2 att resp	Name 3 element persName	Name 3 att xml--id	Name 3 att xml--lang	Name 3 att source	Name 3 att resp	Created Arabic Names element persName	Created Arabic Names att xml--id	Created Arabic Names att xml--lang	Created Arabic Names att srophe-tags	Created Arabic Names att resp	Created Arabic Names att change	LHOM Entry element note	LHOM Entry att xml--id	LHOM Entry att xml--lang	LHOM Entry att type	LHOM Entry att source	LHOM Entry att resp	LHOM Entry att change	Usaybia URI element idno	Usaybia URI att type	URI 1 element idno	URI 1 att type	URI 1 att resp	URI 2 element idno	URI 2 att type	URI 2 att resp	URI 3 element idno	URI 3 att type	URI 3 att resp	URI 4 element idno	URI 4 att type	URI 4 att resp	URI 5 element idno	URI 5 att type	URI 5 att resp	URI 6 element idno	URI 6 att type	URI 6 att resp	URI 7 element idno	URI 7 att type	URI 7 att resp	URI 8 element idno	URI 8 att type	URI 8 att resp	Occupation 1 element state	Occupation 1 att xml--lang	Occupation 1 att type	Occupation 1 att role	Occupation 1 att source	Occupation 1 att resp	Occupation 1 att change	child Occupation 1 element desc	Occupation 2 element state	Occupation 2 att xml--lang	Occupation 2 att type	Occupation 2 att role	Occupation 2 att source	Occupation 2 att resp	Occupation 2 att change	child Occupation 2 element desc	Occupation 3 element state	Occupation 3 att xml--lang	Occupation 3 att type	Occupation 3 att role	Occupation 3 att source	Occupation 3 att resp	Occupation 3 att change	child Occupation 3 element desc	Occupation 4 element state	Occupation 4 att xml--lang	Occupation 4 att type	Occupation 4 att role	Occupation 4 att source	Occupation 4 att resp	Occupation 4 att change	child Occupation 4 element desc	Affiliation signaled by occupation element state	Affiliation signaled by occupation att xml--lang	Affiliation signaled by occupation att type	Affiliation signaled by occupation att resp	Affiliation signaled by occupation att evidence	Affiliation signaled by occupation att cert	Affiliation signaled by occupation att change	child Affiliation signaled by occupation element label	Affiliation signaled by descendant's name or kunya element state	Affiliation signaled by descendant's name or kunya att xml--lang	Affiliation signaled by descendant's name or kunya att type	Affiliation signaled by descendant's name or kunya att resp	Affiliation signaled by descendant's name or kunya att evidence	Affiliation signaled by descendant's name or kunya att cert	Affiliation signaled by descendant's name or kunya att change	child Affiliation signaled by descendant's name or kunya element label	Affiliation signaled by ancestor's name element state	Affiliation signaled by ancestor's name att xml--lang	Affiliation signaled by ancestor's name att type	Affiliation signaled by ancestor's name att resp	Affiliation signaled by ancestor's name att evidence	Affiliation signaled by ancestor's name att cert	Affiliation signaled by ancestor's name att change	child Affiliation signaled by ancestor's name element label	Affiliation signaled by given name element state	Affiliation signaled by given name att xml--lang	Affiliation signaled by given name att type	Affiliation signaled by given name att resp	Affiliation signaled by given name att evidence	Affiliation signaled by given name att cert	Affiliation signaled by given name att change	child Affiliation signaled by given name element label	Affiliation in nisba element state	Affiliation in nisba att xml--lang	Affiliation in nisba att type	Affiliation in nisba att resp	Affiliation in nisba att evidence	Affiliation in nisba att cert	Affiliation in nisba att change	child Affiliation in nisba element label	Suggested Affiliation Keywords element state	Suggested Affiliation Keywords att xml--lang	Suggested Affiliation Keywords att type	Suggested Affiliation Keywords att resp	Suggested Affiliation Keywords att source	Suggested Affiliation Keywords att change	child Suggested Affiliation Keywords element label	Source 1 element bibl	Source 1 att xml--id	Source 1 att change	child Source 1 Title element title	child Source 1 Title att level	child Source 1 URI element ptr	child Source 1 URI att target	child Source 1 LHOM Section Number 1 element citedRange	child Source 1 LHOM Section Number 1 att ana	child Source 1 LHOM Section Number 1 att unit	child Source 1 LHOM Section Number 1 att target	child Source 1 LHOM Section Number 2 element citedRange	child Source 1 LHOM Section Number 2 att ana	child Source 1 LHOM Section Number 2 att unit	child Source 1 LHOM Section Number 2 att target	child Source 1 LHOM Section element citedRange	child Source 1 LHOM Section att unit	child Source 1 LHOM Section att target	Source 2 element bibl	Source 2 att xml--id	child Source 2 Title element title	child Source 2 Title att xml--lang	child Source 2 Title att level	child Source 2 URI element ptr	child Source 2 URI att target	Change1 element change	Change1 att who	Change1 att n	Change1 att when	Change1 att xml--id	Change2 element change	Change2 att who	Change2 att n	Change2 att when	Change2 att xml--id	Change3 element change	Change3 att who	Change3 att n	Change3 att when	Change3 att xml--id	Change4 element change	Change4 att who	Change4 att n	Change4 att when	Change4 att xml--id	Change5 element change	Change5 att who	Change5 att n	Change5 att when	Change5 att xml--id	Change6 element change	Change6 att who	Change6 att n	Change6 att when	Change6 att xml--id	Change7 element change	Change7 att who	Change7 att n	Change7 att when	Change7 att xml--id	Change8 element change	Change8 att who	Change8 att n	Change8 att when	Change8 att xml--id	Change9 element change	Change9 att who	Change9 att n	Change9 att when	Change9 att xml--id	Change10 element change	Change10 att who	Change10 att n	Change10 att when	Change10 att xml--id
***New URI	persName syriaca-headword.Source 1.en-x-lhom							persName.Source alternate							persName.Source 2.ar						persName.Source 2.en-x-ei3					persName.Source 1.en-x-lhom						persName syriaca-headword.Source 1.ar						persName.Source 1.en-x-lhom					persName.Source 1.ar						persName.Source 1.en-x-lhom							persName.Source 1.en-x-lhom					persName.Source 1.en-x-lhom					Created Arabic Names						note abstract.Source 1.en							idno URI		idno URI			idno URI			idno URI			idno URI			idno URI			idno URI			idno URI			idno URI			state occupation.Source 1.en								state occupation.Source 1.en								state occupation.Source 1.en								state occupation.Source 1.en								state religious-affiliation-occupation.en								state religious-affiliation-descendant-name.en								state religious-affiliation-ancestor-name.en								state religious-affiliation-given-name.en								state religious-affiliation-nisba.en								state religious-affiliation.Source 1.en							Source 1							citedRange section.Source 1				citedRange section.Source 1				citedRange section.Source 1			Source 2							Change1					Change2					Change3					Change4					Change5					Change6					Change7					Change8					Change9					Change10				
***group	LHOM Name	LHOM Name	LHOM Name	LHOM Name	LHOM Name	LHOM Name	LHOM Name	Name (alternate)	Name (alternate)	Name (alternate)	Name (alternate)	Name (alternate)	Name (alternate)	Name (alternate)	Name (complete, Arabic, from Mueller index)	Name (complete, Arabic, from Mueller index)	Name (complete, Arabic, from Mueller index)	Name (complete, Arabic, from Mueller index)	Name (complete, Arabic, from Mueller index)	Name (complete, Arabic, from Mueller index)	Name (complete, EI3 transcription based on Mueller index)	Name (complete, EI3 transcription based on Mueller index)	Name (complete, EI3 transcription based on Mueller index)	Name (complete, EI3 transcription based on Mueller index)	Name (complete, EI3 transcription based on Mueller index)	LHOM Name 1 (transcription)	LHOM Name 1 (transcription)	LHOM Name 1 (transcription)	LHOM Name 1 (transcription)	LHOM Name 1 (transcription)	LHOM Name 1 (transcription)	LHOM Name 1 (Arabic)	LHOM Name 1 (Arabic)	LHOM Name 1 (Arabic)	LHOM Name 1 (Arabic)	LHOM Name 1 (Arabic)	LHOM Name 1 (Arabic)	LHOM Name 2(transcription)	LHOM Name 2(transcription)	LHOM Name 2(transcription)	LHOM Name 2(transcription)	LHOM Name 2(transcription)	LHOM Name 2 (Arabic)	LHOM Name 2 (Arabic)	LHOM Name 2 (Arabic)	LHOM Name 2 (Arabic)	LHOM Name 2 (Arabic)	LHOM Name 2 (Arabic)	Name (shuhra)	Name (shuhra)	Name (shuhra)	Name (shuhra)	Name (shuhra)	Name (shuhra)	Name (shuhra)	Name 2	Name 2	Name 2	Name 2	Name 2	Name 3	Name 3	Name 3	Name 3	Name 3	Created Arabic Names	Created Arabic Names	Created Arabic Names	Created Arabic Names	Created Arabic Names	Created Arabic Names	LHOM Entry	LHOM Entry	LHOM Entry	LHOM Entry	LHOM Entry	LHOM Entry	LHOM Entry	Usaybia URI	Usaybia URI	URI 1	URI 1	URI 1	URI 2	URI 2	URI 2	URI 3	URI 3	URI 3	URI 4	URI 4	URI 4	URI 5	URI 5	URI 5	URI 6	URI 6	URI 6	URI 7	URI 7	URI 7	URI 8	URI 8	URI 8	Occupation 1	Occupation 1	Occupation 1	Occupation 1	Occupation 1	Occupation 1	Occupation 1	child Occupation 1	Occupation 2	Occupation 2	Occupation 2	Occupation 2	Occupation 2	Occupation 2	Occupation 2	child Occupation 2	Occupation 3	Occupation 3	Occupation 3	Occupation 3	Occupation 3	Occupation 3	Occupation 3	child Occupation 3	Occupation 4	Occupation 4	Occupation 4	Occupation 4	Occupation 4	Occupation 4	Occupation 4	child Occupation 4	Affiliation signaled by occupation	Affiliation signaled by occupation	Affiliation signaled by occupation	Affiliation signaled by occupation	Affiliation signaled by occupation	Affiliation signaled by occupation	Affiliation signaled by occupation	child Affiliation signaled by occupation	Affiliation signaled by descendant's name or kunya	Affiliation signaled by descendant's name or kunya	Affiliation signaled by descendant's name or kunya	Affiliation signaled by descendant's name or kunya	Affiliation signaled by descendant's name or kunya	Affiliation signaled by descendant's name or kunya	Affiliation signaled by descendant's name or kunya	child Affiliation signaled by descendant's name or kunya	Affiliation signaled by ancestor's name	Affiliation signaled by ancestor's name	Affiliation signaled by ancestor's name	Affiliation signaled by ancestor's name	Affiliation signaled by ancestor's name	Affiliation signaled by ancestor's name	Affiliation signaled by ancestor's name	child Affiliation signaled by ancestor's name	Affiliation signaled by given name	Affiliation signaled by given name	Affiliation signaled by given name	Affiliation signaled by given name	Affiliation signaled by given name	Affiliation signaled by given name	Affiliation signaled by given name	child Affiliation signaled by given name	Affiliation in nisba	Affiliation in nisba	Affiliation in nisba	Affiliation in nisba	Affiliation in nisba	Affiliation in nisba	Affiliation in nisba	child Affiliation in nisba	Suggested Affiliation Keywords	Suggested Affiliation Keywords	Suggested Affiliation Keywords	Suggested Affiliation Keywords	Suggested Affiliation Keywords	Suggested Affiliation Keywords	child Suggested Affiliation Keywords	Source 1	Source 1	Source 1	child Source 1 Title	child Source 1 Title	child Source 1 URI	child Source 1 URI	child Source 1 LHOM Section Number 1	child Source 1 LHOM Section Number 1	child Source 1 LHOM Section Number 1	child Source 1 LHOM Section Number 1	child Source 1 LHOM Section Number 2	child Source 1 LHOM Section Number 2	child Source 1 LHOM Section Number 2	child Source 1 LHOM Section Number 2	child Source 1 LHOM Section	child Source 1 LHOM Section	child Source 1 LHOM Section	Source 2	Source 2	child Source 2 Title	child Source 2 Title	child Source 2 Title	child Source 2 URI	child Source 2 URI	Change1	Change1	Change1	Change1	Change1	Change2	Change2	Change2	Change2	Change2	Change3	Change3	Change3	Change3	Change3	Change4	Change4	Change4	Change4	Change4	Change5	Change5	Change5	Change5	Change5	Change6	Change6	Change6	Change6	Change6	Change7	Change7	Change7	Change7	Change7	Change8	Change8	Change8	Change8	Change8	Change9	Change9	Change9	Change9	Change9	Change10	Change10	Change10	Change10	Change10
***type	element persName	att xml--id	att xml--lang	att srophe-tags	att source	att resp	att change	element persName	att xml--id	att type	att xml--lang	att source	att resp	att change	element persName	att xml--id	att xml--lang	att source	att resp	att change	element persName	att xml--id	att xml--lang	att source	att resp	element persName	att xml--id	att xml--lang	att source	att resp	att change	element persName	att xml--id	att xml--lang	att srophe-tags	att source	att resp	element persName	att xml--id	att xml--lang	att source	att resp	element persName	att xml--id	att xml--lang	att srophe-tags	att source	att resp	element persName	att xml--id	att xml--lang	att type	att source	att resp	att change	element persName	att xml--id	att xml--lang	att source	att resp	element persName	att xml--id	att xml--lang	att source	att resp	element persName	att xml--id	att xml--lang	att srophe-tags	att resp	att change	element note	att xml--id	att xml--lang	att type	att source	att resp	att change	element idno	att type	element idno	att type	att resp	element idno	att type	att resp	element idno	att type	att resp	element idno	att type	att resp	element idno	att type	att resp	element idno	att type	att resp	element idno	att type	att resp	element idno	att type	att resp	element state	att xml--lang	att type	att role	att source	att resp	att change	element desc	element state	att xml--lang	att type	att role	att source	att resp	att change	element desc	element state	att xml--lang	att type	att role	att source	att resp	att change	element desc	element state	att xml--lang	att type	att role	att source	att resp	att change	element desc	element state	att xml--lang	att type	att resp	att evidence	att cert	att change	element label	element state	att xml--lang	att type	att resp	att evidence	att cert	att change	element label	element state	att xml--lang	att type	att resp	att evidence	att cert	att change	element label	element state	att xml--lang	att type	att resp	att evidence	att cert	att change	element label	element state	att xml--lang	att type	att resp	att evidence	att cert	att change	element label	element state	att xml--lang	att type	att resp	att source	att change	element label	element bibl	att xml--id	att change	element title	att level	element ptr	att target	element citedRange	att ana	att unit	att target	element citedRange	att ana	att unit	att target	element citedRange	att unit	att target	element bibl	att xml--id	element title	att xml--lang	att level	element ptr	att target	element change	att who	att n	att when	att xml--id	element change	att who	att n	att when	att xml--id	element change	att who	att n	att when	att xml--id	element change	att who	att n	att when	att xml--id	element change	att who	att n	att when	att xml--id	element change	att who	att n	att when	att xml--id	element change	att who	att n	att when	att xml--id	element change	att who	att n	att when	att xml--id	element change	att who	att n	att when	att xml--id	element change	att who	att n	att when	att xml--id
***lookup column name	LHOM Name					Checked Name Entry Refs?		Name (alternate)							Name (complete, Arabic, from Mueller index)						Name (complete, EI3 transcription based on Mueller index)					LHOM Name 1 (transcription)						LHOM Name 1 (Arabic)						LHOM Name 2(transcription)					LHOM Name 2 (Arabic)						Name (shuhra)							Name 2					Name 3					Created Arabic Names				Checked/Corrected Arabic name based on LHOM English (Initials)		LHOM Entry					Checked Name Entry Refs?				URI 1			URI 2			URI 3			URI 4			URI 5			URI 6			URI 7			URI 8						Occupation 1				Occupation 1				Occupation 2				Occupation 2				Occupation 3				Occupation 3				Occupation 4				Occupation 4								Affiliation signaled by occupation								Affiliation signaled by descendant's name or kunya								Affiliation signaled by ancestor's name								Affiliation signaled by given name								Affiliation in nisba							Suggested Affiliation Keywords							Source 1	LHOM Section Number 1				LHOM Section Number 2				Refs									Source 2	Changelog (see changelog worksheet)					Changelog (see changelog worksheet)					Changelog (see changelog worksheet)					Changelog (see changelog worksheet)					Changelog (see changelog worksheet)					Changelog (see changelog worksheet)																								
***lookup column number	5					10		15							41						42					44						45						47					48						49							61					62					79				78		6					10				51			52			53			54			55			56			57			58						23				23				24				24				25				25				26				26								27								28								29								30								31							32							73	43				46				9									74	80					80					80					80					80					80																								
